1256.2359619140625, 1251.791748046875, 219.0092315673828
1248.0318603515625, 1243.600830078125, 417.5277099609375
1239.8175048828125, 1258.04443359375, -1183.2965087890625
1231.5936279296875, 1260.575927734375, -1110.4822998046875
1223.360595703125, 1258.1727294921875, -1709.8992919921875
1215.1190185546875, 1236.1011962890625, -3523.9990234375
1206.8695068359375, 1206.9229736328125, -2853.05859375
1198.6126708984375, 1195.4385986328125, -1846.785888671875
1190.34912109375, 1191.0592041015625, -1335.328857421875
1182.0792236328125, 1186.6795654296875, -1294.086669921875
1173.8037109375, 1182.300048828125, -1699.67431640625
1165.523193359375, 1177.9208984375, -2529.917724609375
1157.238037109375, 1173.5423583984375, -937.5859985351562
1148.948974609375, 1169.1650390625, -2696.642578125
1140.6566162109375, 1147.094970703125, -2788.7763671875
1132.361328125, 1135.621337890625, -2510.358154296875
1124.0638427734375, 1131.2447509765625, -2692.5283203125
1115.7647705078125, 1126.8677978515625, -3312.718505859375
1107.464599609375, 1122.4903564453125, -1523.1690673828125
1099.163818359375, 1118.1126708984375, -3097.132568359375
1090.8631591796875, 1096.036865234375, -3014.93701171875
1082.563232421875, 1084.565185546875, -2573.364501953125
1074.264404296875, 1080.1846923828125, -2602.060791015625
1065.96728515625, 1075.8035888671875, -3077.401123046875
1057.672607421875, 1071.4219970703125, -1150.831298828125
1049.380859375, 1067.040283203125, -2594.443359375
1041.092529296875, 1044.9569091796875, -2387.477783203125
1032.8082275390625, 1033.48779296875, -1826.5775146484375
1024.5286865234375, 1029.106201171875, -1740.04052734375
1016.2542724609375, 1024.7242431640625, -2103.74365234375
1007.985595703125, 1020.3427124023438, -2894.37158203125
999.7233276367188, 1015.9614868164062, -1263.5667724609375
991.4678955078125, 1011.580322265625, -2984.05517578125
983.2200317382812, 989.49072265625, -3034.687744140625
974.9801635742188, 978.0299682617188, -2714.223388671875
966.7489013671875, 973.6494750976562, -2850.51953125
958.5267944335938, 969.26904296875, -3419.718017578125
950.3145141601562, 964.888916015625, -1572.7852783203125
942.1124877929688, 960.5086669921875, -3081.84033203125
933.9213256835938, 938.414306640625, -2924.29052734375
925.7416381835938, 926.9595947265625, -2399.80126953125
917.573974609375, 922.5794677734375, -2335.01611328125
909.4188842773438, 918.1992797851562, -2705.50341796875
901.2769165039062, 913.8192749023438, -3488.01220703125
893.1486206054688, 909.4392700195312, -1834.14013671875
885.0345458984375, 905.059326171875, -3516.572021484375
876.9353637695312, 882.9589233398438, -3512.490966796875
868.8515014648438, 871.510498046875, -3123.556396484375
860.7835693359375, 867.1305541992188, -3176.155029296875
852.7321166992188, 862.7506713867188, -3646.317138671875
844.6976928710938, 858.3707275390625, -1684.9725341796875
836.680908203125, 853.9908447265625, -3064.171142578125
828.6821899414062, 831.885986328125, -2759.996337890625
820.7022094726562, 820.4415893554688, -2074.53125
812.7415161132812, 816.0616455078125, -1833.1456298828125
804.800537109375, 811.6817626953125, -2011.3861083984375
796.8799438476562, 807.3019409179688, -2585.9453125
788.980224609375, 802.9220581054688, -3534.604736328125
781.1019897460938, 798.5421142578125, -2009.950439453125
773.2456665039062, 794.1622314453125, -959.3900756835938
765.411865234375, 772.0477905273438, -1153.20947265625
757.60107421875, 742.878662109375, -185.89662170410156
749.81396484375, 731.4456787109375, 1139.1590576171875
742.0509033203125, 734.063232421875, 270.39837646484375
734.3125610351562, 740.6221923828125, -1242.7296142578125
726.5994262695312, 753.4661254882812, -911.7012329101562
718.9119873046875, 768.5321655273438, -3201.42578125
711.2507934570312, 783.4683837890625, -7000.0
703.6163940429688, 798.27490234375, -7000.0
696.0093383789062, 812.9514770507812, -7000.0
688.4300537109375, 827.5051879882812, -7000.0
680.8792114257812, 841.9317626953125, -7000.0
673.357177734375, 856.2357177734375, -7000.0
665.8645629882812, 870.4195556640625, -7000.0
658.40185546875, 884.4834594726562, -7000.0
650.9696044921875, 898.4274291992188, -7000.0
643.5682983398438, 912.2513427734375, -7000.0
636.1984252929688, 920.0921630859375, -7000.0
628.8604736328125, 900.764404296875, -7000.0
621.5549926757812, 871.594970703125, -7000.0
614.2825317382812, 842.4255981445312, -7000.0
607.0435180664062, 813.25634765625, -7000.0
599.8384399414062, 784.0870361328125, -7000.0
592.6678466796875, 754.9178466796875, -7000.0
585.5321655273438, 725.7489013671875, -7000.0
578.4320068359375, 696.5800170898438, -7000.0
571.3677368164062, 667.4113159179688, -7000.0
564.3399047851562, 638.2427978515625, -7000.0
557.3489990234375, 609.0746459960938, -7000.0
550.3954467773438, 579.9066162109375, -6682.90087890625
543.4797973632812, 550.7388916015625, -3834.615478515625
536.6024780273438, 521.5715942382812, -1403.7137451171875
529.7639770507812, 492.4048156738281, 981.4900512695312
522.9647827148438, 480.99652099609375, 1983.333984375
516.205322265625, 492.22625732421875, 1983.333984375
509.486083984375, 509.5262756347656, 877.3551635742188
502.8075256347656, 526.6766967773438, -1379.666748046875
496.1701354980469, 543.6846923828125, -3404.06787109375
489.5743713378906, 560.545654296875, -7000.0
483.0206298828125, 577.2639770507812, -7000.0
476.5094299316406, 593.835205078125, -7000.0
470.0411682128906, 610.2638549804688, -7000.0
463.6163330078125, 626.5526123046875, -7000.0
457.2353210449219, 642.7012939453125, -7000.0
450.89862060546875, 658.710205078125, -7000.0
444.60662841796875, 674.5862426757812, -7000.0
438.35980224609375, 684.455078125, -7000.0
432.1585693359375, 665.6718139648438, -7000.0
426.00335693359375, 636.503662109375, -7000.0
419.8945617675781, 607.3355712890625, -7000.0
413.8326416015625, 578.1678466796875, -7000.0
