 0.01666,  -0.60775,  -1.76577,  1.07682,  0.859725,  -0.50782,  -0.0546956,  -0.139205,  -0.129934,  -0.981702,  0.491422,  0.851608,  -0.182398
 0.03332,  -1.26711,  -1.55346,  0.958241,  0.848713,  -0.527726,  -0.0345197,  -0.114929,  -0.120335,  -0.986058,  0.516214,  0.840848,  -0.162781
 0.04998,  -1.88233,  -1.36038,  0.845064,  0.838178,  -0.545124,  -0.017255,  -0.086513,  -0.101652,  -0.991051,  0.538492,  0.83217,  -0.132362
 0.06664,  -2.45731,  -1.18395,  0.737835,  0.828226,  -0.560386,  -0.00282949,  -0.0538246,  -0.0745227,  -0.995766,  0.557803,  0.824872,  -0.0918841
 0.0833,  -2.99562,  -1.02173,  0.636839,  0.81897,  -0.573767,  0.00889555,  -0.0168453,  -0.0395338,  -0.999076,  0.573589,  0.818063,  -0.0420422
 0.09996,  -3.50054,  -0.871363,  0.54211,  0.810523,  -0.585427,  0.0181101,  0.0243156,  0.00273905,  -0.999701,  0.585203,  0.81072,  0.0164552
 0.11662,  -3.97503,  -0.73064,  0.453424,  0.803001,  -0.59545,  0.0250472,  0.0694041,  0.0516889,  -0.996249,  0.591922,  0.801727,  0.0828331
 0.13328,  -4.42179,  -0.597482,  0.370304,  0.796523,  -0.603864,  0.0299783,  0.118005,  0.106641,  -0.98727,  0.592981,  0.789921,  0.156201
 0.14994,  -4.84325,  -0.469988,  0.292024,  0.791199,  -0.610657,  0.0332109,  0.169525,  0.16682,  -0.971304,  0.587593,  0.774125,  0.235509
 0.1666,  -5.2416,  -0.346462,  0.217621,  0.787129,  -0.615789,  0.0350876,  0.223182,  0.231324,  -0.946931,  0.574994,  0.753188,  0.319515
 0.18326,  -5.49406,  -0.235196,  0.10021,  0.784454,  -0.619187,  0.0352206,  0.277096,  0.299117,  -0.913097,  0.554843,  0.726042,  0.406218
 0.19992,  -5.49746,  -0.151208,  -0.0714712,  0.7834,  -0.620646,  0.0329174,  0.328187,  0.368109,  -0.869936,  0.527805,  0.692311,  0.492064
 0.21658,  -5.49344,  -0.0923171,  -0.252171,  0.784121,  -0.619961,  0.0283387,  0.373828,  0.435379,  -0.818961,  0.495386,  0.652758,  0.573149
 0.23324,  -5.48177,  -0.0614845,  -0.443222,  0.78665,  -0.617021,  0.0215818,  0.413338,  0.50036,  -0.760783,  0.458621,  0.607391,  0.648647
 0.2499,  -5.46233,  -0.0584752,  -0.639961,  0.79099,  -0.611696,  0.0127766,  0.446237,  0.562494,  -0.696042,  0.418579,  0.556263,  0.717888
