 0.26656,  -5.43436,  -0.0868611,  -0.842727,  0.797108,  -0.603834,  0.00198068,  0.472121,  0.621184,  -0.625486,  0.376459,  0.499514,  0.780233
 0.28322,  -5.39769,  -0.14548,  -1.04586,  0.804939,  -0.593262,  -0.0107066,  0.490805,  0.675848,  -0.549855,  0.333444,  0.437344,  0.835192
 0.29988,  -5.35597,  -0.198491,  -1.23458,  0.814358,  -0.57985,  -0.0243896,  0.50229,  0.725238,  -0.470887,  0.290732,  0.37122,  0.881856
 0.31654,  -5.19227,  -0.151342,  -1.37581,  0.82525,  -0.563583,  -0.03656,  0.506852,  0.767625,  -0.39224,  0.249124,  0.305166,  0.919136
 0.3332,  -4.81273,  -0.0387457,  -1.47666,  0.837553,  -0.544426,  -0.045884,  0.504767,  0.803203,  -0.316347,  0.209082,  0.241797,  0.947533
 0.34986,  -4.30912,  0.114546,  -1.56017,  0.850935,  -0.522753,  -0.0513713,  0.496481,  0.832373,  -0.246297,  0.171512,  0.184078,  0.967832
 0.36652,  -3.72254,  0.25801,  -1.64827,  0.865046,  -0.498875,  -0.053096,  0.482495,  0.856269,  -0.184395,  0.137454,  0.133892,  0.981417
 0.38318,  -3.10542,  0.391533,  -1.74338,  0.879587,  -0.47297,  -0.0512589,  0.463485,  0.876238,  -0.131868,  0.107285,  0.092232,  0.989941
 0.39984,  -2.48593,  0.501626,  -1.84891,  0.894293,  -0.445073,  -0.0463695,  0.440061,  0.893521,  -0.0892529,  0.081156,  0.0594128,  0.994929
 0.4165,  -1.88593,  0.577409,  -1.96564,  0.908934,  -0.415097,  -0.0391716,  0.412734,  0.909095,  -0.0565437,  0.0590817,  0.0352271,  0.997631
 0.43316,  -1.32891,  0.609788,  -2.09303,  0.923299,  -0.382863,  -0.0305935,  0.381892,  0.92361,  -0.0332217,  0.0409757,  0.0189901,  0.99898
 0.44982,  -0.86352,  0.580548,  -2.14981,  0.936718,  -0.349405,  -0.0218428,  0.349065,  0.936927,  -0.0179046,  0.0267209,  0.00914696,  0.999601
 0.46648,  -0.520561,  0.488217,  -2.14188,  0.948753,  -0.315703,  -0.0141831,  0.315607,  0.948851,  -0.00859048,  0.0161696,  0.00367395,  0.999863
 0.48314,  -0.284286,  0.353994,  -2.08996,  0.95924,  -0.282466,  -0.00849529,  0.282447,  0.959277,  -0.00345934,  0.00912635,  0.000918871,  0.999958
 0.4998,  -0.142733,  0.231989,  -2.00818,  0.968178,  -0.250219,  -0.00470236,  0.250218,  0.968189,  -0.000860455,  0.00476795,  -0.000343533,  0.999989
 0.51646,  -0.0897463,  0.153522,  -1.90641,  0.975644,  -0.21935,  -0.00214633,  0.219352,  0.975646,  0.000743602,  0.00193082,  -0.00119629,  0.999997
 0.53312,  -0.0610547,  0.1105,  -1.79109,  0.981756,  -0.190146,  -0.000267368,  0.190146,  0.981754,  0.00179686,  -7.93067e-05,  -0.00181491,  0.999998
 0.54978,  -0.0425638,  0.0815473,  -1.6668,  0.986656,  -0.162817,  0.00115087,  0.162814,  0.986654,  0.00249375,  -0.00154167,  -0.00227309,  0.999996
 0.56644,  -0.0298433,  0.0602328,  -1.53664,  0.990498,  -0.13751,  0.00222405,  0.137503,  0.990497,  0.00294776,  -0.0026084,  -0.00261393,  0.999993
 0.5831,  -0.0208839,  0.0443556,  -1.40277,  0.993439,  -0.114329,  0.00303529,  0.114319,  0.993439,  0.00323424,  -0.00338527,  -0.00286603,  0.99999
 0.59976,  -0.0144584,  0.032464,  -1.26673,  0.995628,  -0.093341,  0.00364621,  0.0933287,  0.995629,  0.00340462,  -0.00394819,  -0.00304943,  0.999987
 0.61642,  -0.009774,  0.0235216,  -1.12965,  0.997206,  -0.0745892,  0.00410301,  0.074575,  0.997209,  0.00349454,  -0.00435234,  -0.00317879,  0.999985
 0.63308,  -0.00630552,  0.0167772,  -0.992407,  0.998301,  -0.0580933,  0.00444058,  0.0580778,  0.998306,  0.00352896,  -0.0046382,  -0.00326506,  0.999984
 0.64974,  -0.00369888,  0.0116795,  -0.855814,  0.999027,  -0.0438548,  0.00468545,  0.0438384,  0.999032,  0.00352552,  -0.00483566,  -0.00331668,  0.999983
 0.6664,  -0.00171315,  0.00782019,  -0.72071,  0.999481,  -0.0318569,  0.00485789,  0.0318401,  0.999487,  0.00349677,  -0.00496693,  -0.00334027,  0.999982
 0.68306,  -0.000183102,  0.00489432,  -0.588169,  0.999744,  -0.022062,  0.00497348,  0.0220449,  0.999751,  0.00345165,  -0.00504852,  -0.00334112,  0.999982
 0.69972,  0.0010032,  0.00267151,  -0.459819,  0.999884,  -0.0144029,  0.00504421,  0.0143858,  0.99989,  0.00339656,  -0.00509271,  -0.0033236,  0.999981
 0.71638,  0.00218651,  0.000978293,  -0.338498,  0.999949,  -0.00876399,  0.00507948,  0.00874704,  0.999956,  0.00333159,  -0.00510859,  -0.00328699,  0.999982
 0.73304,  0.00337962,  -0.000331836,  -0.229519,  0.999975,  -0.0049403,  0.00508655,  0.00492369,  0.999982,  0.00325585,  -0.00510268,  -0.00323072,  0.999982
 0.7497,  0.00442967,  -0.00155801,  -0.159639,  0.999985,  -0.00228067,  0.00506914,  0.00226454,  0.999992,  0.00316855,  -0.00507645,  -0.00315702,  0.999982
 0.76636,  0.00535729,  -0.00299661,  -0.117439,  0.999987,  -0.000323997,  0.00502532,  0.000308484,  0.999995,  0.00306942,  -0.00502642,  -0.00306783,  0.999983
 0.78302,  0.0062042,  -0.00460535,  -0.0883015,  0.999987,  0.00114733,  0.00495303,  -0.00116208,  0.999995,  0.00295872,  -0.00494973,  -0.00296444,  0.999983
